# Determinant Trace Iterations
-0.47461504975380103 0.7609043154644008 13
-0.7784037251441163 -0.39767648983997494 29
-1.2469323519601478 -0.7071041661370695 26
-1.7790994230023953 -1.0839790280194341 20
-0.2099854630609872 -0.2994834339721345 19
16.054876634850046 31.470774102401666 6
-0.3235754610703108 -0.11497550830097242 50
-0.9522075309574745 0.2432430961980906 59
-1.6218624750599138 0.17857783565234908 81
-1.0944030666175038 -2.7588410785512543 8
0.5336309758686109 1.4627293942272717 60
-0.7740140461280042 0.517809358360102 21
-5.14395927162561 -8.138845171313417 8
-0.5876482573179583 1.0005154871924309 12
1.304158284115664 -4.309375075194824 6
17.980852992055503 -21.214347574512505 7
-3.840748455726569 0.9719079109880919 30
-0.5242904527865914 0.3606423505731564 36
2.482088395377652 -3.604325113492385 17
1.0492105868067592 -3.0085901419939756 8
-0.3588248562277649 0.14406175361305074 56
-0.43905599183704075 0.21034434990677264 40
1.405453044318475 3.293324471119649 9
-2.370942196398251 -2.6875287964831722 11
-1.0024389372321856 0.4768486640094924 22
-0.36940889988173314 -0.4581235760062389 17
-0.590543256234972 0.3410629969209158 30
6.9331429221674 10.544854332854403 7
12.336569775087362 -13.389716650245948 7
1.720071459904525 -2.80601089281996 16
-5.438121799783191 -2.8647623192202523 15
-0.8356704285877681 -0.16210185659955578 64
-0.5281957691204828 0.20674953150084396 51
-18.870192390290057 -21.419189375101134 6
-0.9533367669810786 -1.070354634669335 9
0.7143246427245002 -1.7482501101784798 21
-0.6052543197692735 -0.6472303546690547 19
-0.42901104710103155 -0.09558304282134444 83
9.91375808013192 8.672113771110467 8
7.71368798885014 -6.425547544767438 14
-0.3359898413422264 -0.2369946833067954 27
-2.5670043554157838 1.5123969434369202 19
-0.5436077214673557 -0.09717783943210173 95
0.8107162290192834 2.4898976548280736 9
-0.1848099919939639 0.15704918827104183 36
1.5144890576150232 -2.5604821598563063 18
-0.7106691012261108 0.32261844400223316 40
-0.6489827983442701 -0.7248536226456924 13
2.5222724841218263 -5.549474760044726 8
0.7140458882886982 1.8674869229413615 14
-1.7210162945628888 -0.38820814296605977 47
1.6812449200131874 -3.9176360241533117 8
-4.4830909894373985 1.2596477345279828 22
-2.372520950627879 1.4477054533850624 18
1.7296414411904324 -2.864573523761368 14
-1.2070676430152398 -1.1193377468194763 16
1.6568617511288597 -5.684590203284483 7
-1.331371704721581 0.3886793614723292 43
-0.2517658707620351 -0.11122774579919448 42
0.3969235895864728 1.2674840821943767 38
-0.4671874920508368 -0.5909871080517997 16
-0.43048566779804576 0.43661595995419733 25
-1.3462400141526276 0.9702736656136641 14
-0.5639992212307436 0.20202769992728264 27
-2.382497080143473 -1.1210117608248906 21
-2.784655395574192 -5.154834660535171 9
-2.1897761144899137 0.33028589577968315 61
-1.2785721017124558 -3.0525337449722696 8
-0.4676610076685413 0.09897348095219571 92
-1.1632585140382667 0.2511957309675074 55
-2.3577771794262468 -0.2205110927274334 97
-0.4369693431594332 0.30627621014523115 30
1.6895268330020927 -4.402183393868458 8
-1.2430489157472 1.8991648491982167 11
-6.042971680602179 6.941907845526699 8
0.42213235997422255 1.318078157579742 27
-0.7864102403053476 0.695905167915434 16
-0.21375750560606332 -0.11305547390133669 56
3.5911420692591705 9.460968318070279 6
5.822430374855111 9.065319443913543 9
-0.9141613592992368 -0.9860789457923409 11
-3.6040201825887017 6.455541499384312 7
-0.5561939323956999 -0.4228989073078656 24
-0.38539464196513906 0.2372800463834009 33
-0.4514404379494609 -0.40796582644949225 19
0.6879548733615257 -1.6986564811657279 26
1.8171877985125475 3.4390497063665486 10
-0.5131920201734592 -0.4074707719309918 27
1.2908519867032577 2.468980891853144 14
-2.5562835018338506 2.2547587216179217 12
-0.7253676226501385 -2.0339347870787954 9
-21.541728095898748 22.460798891048384 7
-1.5138096011141573 -0.7761344532973697 23
-1.2439801621812248 1.408348315218193 12
-0.5518729385296894 -0.2078354978716953 45
-1.1279332802413247 0.9227787914955116 19
-0.36374385127216174 -0.14289659235320462 59
-1.35327048642432 1.7782945771694305 9
4.495878056373655 9.538019682116934 6
-1.6494192126173717 1.3919936027808304 16
-0.4944142152617184 -0.11078379053336113 76
-0.4394033428840462 0.11016070963870994 53
1.257284184826323 2.328048599929745 20
1.3977596074285141 3.2731320996936577 6
-0.8984119017993374 1.213609762717801 7
0.9860315391271199 -3.3741018847695408 8
0.9814505383173375 -2.639554358678115 10
-3.2573807811916375 3.5159977010898666 12
0.673887150639775 1.6720137080934119 24
0.4613228512779538 -1.4729178380498602 12
-0.8561064685979132 1.0096078776646427 15
-0.9863999276746191 -0.5812712953554378 32
-1.5334006318726496 0.8940800287932311 14
-0.8276498419899999 1.1509469797284744 13
-0.2926145057370742 0.12370897401927655 62
-1.706861749147519 1.220700916608168 15
-0.6691896936983998 -0.33832695206786856 32
-23.49583943366781 -32.84028588933964 6
-0.482600666320663 -0.2640588086644071 37
1.9942030217291862 6.126621001063493 6
-2.1575829592822346 -2.190688626205266 12
-0.5580996880179869 -0.5558981342980054 20
-1.3041408321265284 -0.2833859031498057 46
-6.735259940780381 -11.293023865082988 6
-0.8968385041247837 0.27539688188855505 51
-0.9185009786974518 1.337193842969705 12
1.4881354251113985 -3.4406803388851337 10
3.8580435646505933 -9.540721782177277 6
2.95104638968278 -9.382753168841884 6
-0.32650719726056154 0.2322459899533364 30
